SHELTER_ID,the_geom,CORNER,LOCATION,AT_BETWEEN,IN_SERVICE,LONGITUDE,LATITUDE
MN01576,POINT (-73.982035 40.731866),SE,1 AV,E 15 ST,Y,-73.982035,40.731866
MN01577,POINT (-73.96318300000001 40.793959),SE,CENTRAL PARK WEST,W 100 ST,Y,-73.963183,40.793959
MN01578,POINT (-73.951165 40.820559),SW,AMSTERDAM AV,W 138 ST,Y,-73.951165,40.820559
MN01579,POINT (-73.942848 40.840486),NE,FT WASHINGTON AV,W 165 ST,Y,-73.942848,40.840486
MN0158,POINT (-73.973151 40.75233),SE,3 AV,E 45 ST,Y,-73.973151,40.75233
MN01580,POINT (-73.983136 40.73908000000001),NW,3 AV,E 23 ST,Y,-73.983136,40.73908
MN01581,POINT (-73.9846 40.7152),SW,GRAND ST,PITT ST,Y,-73.9846,40.7152
MN01583,POINT (-73.99205 40.716414),NW,ALLEN ST,HESTER ST,Y,-73.99205,40.716414
MN01584,POINT (-73.959839 40.81709),SW,ST CLAIR PL,W 125 ST,Y,-73.959839,40.81709
MN01585,POINT (-73.942429 40.790869),NW,2 AV,E 106 ST,Y,-73.942429,40.790869
MN01586,POINT (-73.938818 40.795858),SW,2 AV,E 115 ST,Y,-73.938818,40.795858
MN01587,POINT (-73.939599 40.790019),NE,1 AV,E 106 ST,Y,-73.939599,40.790019
MN01588,POINT (-73.977602 40.737958),SE,1 AV,E 25 ST,Y,-73.977602,40.737958
MN01589,POINT (-73.985432 40.731864),NW,2 AV,E 13 ST,Y,-73.985432,40.731864
MN0159,POINT (-73.97177 40.754213),NE,3 AV,E 47 ST,Y,-73.97177,40.754213
MN01590,POINT (-73.969007 40.74973800000001),NE,1 AV,E 43 ST,Y,-73.969007,40.749738
MN01591,POINT (-73.987655 40.724145),NE,1 AV,E 2 ST,Y,-73.987655,40.724145
MN01592,POINT (-73.991193 40.717164),SE,ALLEN ST,GRAND ST,Y,-73.991193,40.717164
MN01594,POINT (-73.982058 40.731836),SE,1 AV,E 15 ST,Y,-73.982058,40.731836
MN01595,POINT (-73.95173 40.826846),SE,W 145 ST,RIVERSIDE DR,Y,-73.95173,40.826846
MN01596,POINT (-73.968959 40.754511),SW,2 AV,E 50 ST,Y,-73.968959,40.754511
MN01597,POINT (-73.960592 40.765961),SW,2 AV,E 68 ST,Y,-73.960592,40.765961
MN01598,POINT (-73.9624 40.7588),SE,1 AV,E 58 ST,Y,-73.9624,40.7588
MN01599,POINT (-73.96173 40.776048),SE,E 79 ST,MADISON AV,Y,-73.96173,40.776048
MN0160,POINT (-73.971525 40.755388),NW,E 49 ST,3 AV,Y,-73.971525,40.755388
MN01600,POINT (-73.942268 40.822578),SW,FREDERICK DOUGLASS BLVD,W 145 ST,Y,-73.942268,40.822578
MN01601,POINT (-73.93804 40.82836),SW,FREDERICK DOUGLASS BLVD,W 154 ST,Y,-73.93804,40.82836
MN01603,POINT (-73.939864 40.825865),SW,FREDERICK DOUGLASS BLVD,W 150 ST,Y,-73.939864,40.825865
MN01604,POINT (-73.937969 40.828056),NE,FREDERICK DOUGLASS BLVD,W 153 ST,Y,-73.937969,40.828056
MN01605,POINT (-73.95363 40.80139),NE,ADAM CLAYTON POWELL BLVD,W 113 ST,Y,-73.95363,40.80139
MN01607,POINT (-73.948618 40.803753),SW,MALCOLM X BLVD,W 119 ST,Y,-73.948618,40.803753
MN01610,POINT (-73.950967 40.805679),SW,ADAM CLAYTON POWELL BLVD,W 120 ST,Y,-73.950967,40.805679
MN01611,POINT (-73.971211 40.795133),SE,BROADWAY,W 97 ST,Y,-73.971211,40.795133
MN01612,POINT (-73.954736 40.800531),SW,ADAM CLAYTON POWELL BLVD,W 112 ST,Y,-73.954736,40.800531
MN01614,POINT (-73.957165 40.821104),NE,W 135 ST,RIVERSIDE DR,Y,-73.957165,40.821104
MN01615,POINT (-73.997931 40.711878),SE,MADISON ST,OLIVER ST,Y,-73.997931,40.711878
MN01617,POINT (-74.00373700000002 40.707938),SW,PEARL ST,BEEKMAN ST,Y,-74.003737,40.707938
MN01618,POINT (-73.915918 40.869681),SE,BROADWAY,W 215 ST,Y,-73.915918,40.869681
MN01619,POINT (-73.961184 40.798899),NE,MANHATTAN AV,W 106 ST,Y,-73.961184,40.798899
MN01621,POINT (-73.979653 40.71434),NE,LEWIS ST,GRAND ST,Y,-73.979653,40.71434
MN01622,POINT (-73.985439 40.735431),NE,3 AV,E 17 ST,Y,-73.985439,40.735431
MN01623,POINT (-73.985113 40.778734),NE,WEST END AV,W 70 ST,Y,-73.985113,40.778734
MN01624,POINT (-73.936064 40.820961),SW,MALCOLM X BLVD,W 146 ST,Y,-73.936064,40.820961
MN01625,POINT (-73.988233 40.723461),NE,1 AV,E 1 ST,Y,-73.988233,40.723461
MN01626,POINT (-73.944898 40.803031),SW,5 AV,W 120 ST,Y,-73.944898,40.803031
MN01627,POINT (-73.971697 40.795127),SW,BROADWAY,W 97 ST,Y,-73.971697,40.795127
MN01628,POINT (-73.96248 40.81025),SW,BROADWAY,W 120 ST,Y,-73.96248,40.81025
MN01630,POINT (-73.934879 40.796513),SE,1 AV,E 117 ST,Y,-73.934879,40.796513
MN01633,POINT (-74.003858 40.743234),SW,9 AV,W 18 St,Y,-74.003858,40.743234
MN01634,POINT (-73.981854 40.747373),NW,E 34 St,Park Av,Y,-73.981854,40.747373
MN01636,POINT (-73.993078 40.751924),SE,W 34 St,8 Av,Y,-73.993078,40.751924
MN01638,POINT (-73.987464 40.749579),SE,W 34 St,6 Av,Y,-73.987464,40.749579
MN0164,POINT (-73.976942 40.788386),SW,W 86 ST,BROADWAY,Y,-73.976942,40.788386
MN01641,POINT (-73.977579 40.737985),SE,1 AV,E 25 ST,Y,-73.977579,40.737985
MN01643,POINT (-73.93438 40.80322),NW,E 125 ST,2 AV,Y,-73.93438,40.80322
MN01646,POINT (-73.93691 40.80405),SE,E 125 ST,LEXINGTON AV,Y,-73.93691,40.80405
MN01647,POINT (-73.94385900000002 40.784218),NE,1 Av,E 97 St,Y,-73.943859,40.784218
MN01648,POINT (-73.97299 40.744264),SE,1 AV,E 35 ST,Y,-73.97299,40.744264
MN01649,POINT (-73.982126 40.731736),SE,1 Av,E 15 St,Y,-73.982126,40.731736
MN0165,POINT (-73.96717 40.759972),SE,E 57 ST,3 AV,Y,-73.96717,40.759972
MN01650,POINT (-73.982144 40.731709),SE,1 Av,E 15 St,Y,-73.982144,40.731709
MN01651,POINT (-73.975807 40.740482),SE,1 Av,E 29 St,Y,-73.975807,40.740482
MN01652,POINT (-73.952164 40.772833),SE,1 Av,E 79 St,Y,-73.952164,40.772833
MN01653,POINT (-73.948873 40.777412),SE,1 Av,E 87 St,Y,-73.948873,40.777412
MN01655,POINT (-73.938583 40.796107),SW,2 Av,E 115 St,Y,-73.938583,40.796107
MN0166,POINT (-73.96783 40.760491),NW,E 57 ST,3 AV,Y,-73.96783,40.760491
MN01663,POINT (-73.93696 40.80408),SE,E 125 St,LEXINGTON AV,Y,-73.93696,40.80408
MN01664,POINT (-73.940277 40.805469),SE,E 125 St,Madison Av,Y,-73.940277,40.805469
MN01665,POINT (-73.945134 40.807516),SE,W 125 St,Malcolm X Blvd,Y,-73.945134,40.807516
MN01667,POINT (-73.9501 40.80688),SW,ADAM CLAYTON POWELL BLVD,W 122 St,Y,-73.9501,40.80688
MN01668,POINT (-73.947573 40.783815),NW,2 Av,E 95 St,Y,-73.947573,40.783815
MN01671,POINT (-73.952317 40.810537),SE,W 125 St,St Nicholas Av,Y,-73.952317,40.810537
MN01674,POINT (-73.96763 40.760088),SE,3 Av,E 57 St,Y,-73.96763,40.760088
MN01675,POINT (-73.987926 40.774857),NE,West End Av,W 64 St,Y,-73.987926,40.774857
MN0168,POINT (-73.96351 40.76553),NE,3 AV,E 65 ST,Y,-73.96351,40.76553
MN01681,POINT (-73.948888 40.777381),SE,1 Av,E 87 St,Y,-73.948888,40.777381
MN01685,POINT (-73.981814 40.752415),NW,5 Av,W 40 St,Y,-73.981814,40.752415
MN01689,POINT (-73.981253 40.753185),SW,5 Av,W 42 St,Y,-73.981253,40.753185
MN0170,POINT (-73.961721 40.768038),NE,3 AV,E 69 ST,Y,-73.961721,40.768038
MN01701,POINT (-73.975826 40.740453),SE,1 Av,E 29 St,Y,-73.975826,40.740453
MN01702,POINT (-73.929232 40.785445),NW,Hell Gate Circle,RFK Bridge Exit Ramp,Y,-73.929232,40.785445
MN01703,POINT (-73.925567 40.789941),NE,Hell Gate Circle,Central Rd,Y,-73.925567,40.789941
MN01704,POINT (-73.987786 40.716392),NW,Grand St,Suffolk St,Y,-73.987786,40.716392
MN01711,POINT (-73.95178 40.778101),NW,2 Av,E 86 St,Y,-73.95178,40.778101
MN01714,POINT (-73.946793 40.80069),SW,W 116 St,5 Av,Y,-73.946793,40.80069
MN01715,POINT (-73.94192 40.806162),SE,E 125 St,5 Av,Y,-73.94192,40.806162
MN01716,POINT (-73.944579 40.79976),SE,E 116 St,Madison Av,Y,-73.944579,40.79976
MN01717,POINT (-73.940402 40.798226),NW,E 116 St,3 Av,Y,-73.940402,40.798226
MN01719,POINT (-73.94758500000002 40.830693),SW,Broadway,W 152 St,Y,-73.947585,40.830693
MN0172,POINT (-73.957975 40.773121),NE,3 AV,E 77 ST,Y,-73.957975,40.773121
MN01721,POINT (-73.933028 40.856262),SW,Broadway,W 190 St,Y,-73.933028,40.856262
MN01722,POINT (-73.947343 40.825223),NE,W 145 St,Amsterdam Av,Y,-73.947343,40.825223
MN01723,POINT (-73.949862 40.826054),SE,W 145 St,Broadway,Y,-73.949862,40.826054
MN01724,POINT (-73.940344 40.824797),NE,Frederick Douglass Blvd,W 148 St,Y,-73.940344,40.824797
MN01725,POINT (-73.939364 40.826152),NE,Frederick Douglass Blvd,Macombs Pl,Y,-73.939364,40.826152
MN01726,POINT (-73.934292 40.843266),NE,Amsterdam av,W 173 St,Y,-73.934292,40.843266
MN01727,POINT (-73.932826 40.845269),NE,Amsterdam Av,W 176 St,Y,-73.932826,40.845269
MN0174,POINT (-73.95677 40.773964),SE,E 79 ST,3 AV,Y,-73.95677,40.773964
MN0175,POINT (-73.957617 40.774531),NW,E 79 ST,3 AV,Y,-73.957617,40.774531
MN0176,POINT (-73.955568 40.776423),NE,3 AV,E 82 ST,Y,-73.955568,40.776423
MN0179,POINT (-73.951349 40.782203),NE,3 AV,E 91 ST,Y,-73.951349,40.782203
MN0182,POINT (-73.962452 40.770635),NW,E 72 ST,LEXINGTON AV,Y,-73.962452,40.770635
MN0183,POINT (-73.962439 40.770413),SW,E 72 ST,LEXINGTON AV,Y,-73.962439,40.770413
MN0184,POINT (-73.968848 40.76069600000001),SE,E 57 ST,LEXINGTON AV,Y,-73.968848,40.760696
MN0185,POINT (-73.975651 40.751162),SE,E 42 ST,LEXINGTON & 3 AV,Y,-73.975651,40.751162
MN0186,POINT (-73.975807 40.751449),NE,E 42 ST,LEXINGTON AV,Y,-73.975807,40.751449
MN0188,POINT (-73.984959 40.739708),NW,E 23 ST,LEXINGTON AV,Y,-73.984959,40.739708
MN0192,POINT (-73.987655 40.740843),NE,E 23 ST,MADISON AV,Y,-73.987655,40.740843
MN0194,POINT (-73.973989 40.74761300000001),SW,2 AV,E 39 ST,Y,-73.973989,40.747613
MN0195,POINT (-73.980403 40.751106),NE,MADISON AV,E 39 ST,Y,-73.980403,40.751106
MN0198,POINT (-73.965225 40.771796),NE,E 72 ST,MADISON AV,Y,-73.965225,40.771796
MN0201,POINT (-73.976031 40.728692),NW,E 14 ST,AV C,Y,-73.976031,40.728692
MN0203,POINT (-73.981816 40.747359),NW,E 34 ST,PARK AV,Y,-73.981816,40.747359
MN0204,POINT (-73.986767 40.740463),NW,E 23 ST,PARK AV SOUTH,Y,-73.986767,40.740463
MN0205,POINT (-73.985993 40.739915),SE,E 23 ST,PARK AV SOUTH,Y,-73.985993,40.739915
MN0215,POINT (-73.990025 40.746493),SE,6 AV,W 29 ST,Y,-73.990025,40.746493
MN0217,POINT (-73.987366 40.750147),NE,6 AV,W 34 ST,Y,-73.987366,40.750147
MN0220,POINT (-73.983142 40.755954),SE,6 AV,W 44 ST,Y,-73.983142,40.755954
MN0221,POINT (-73.98241 40.756937),NE,6 AV,W 45 ST,Y,-73.98241,40.756937
MN0222,POINT (-73.978762 40.761966),NE,6 AV,W 53 ST,Y,-73.978762,40.761966
MN0224,POINT (-73.977426 40.763799),NE,6 AV,W 56 ST,Y,-73.977426,40.763799
MN0226,POINT (-73.98146 40.763779),NW,7 AV,W 54 ST,Y,-73.98146,40.763779
MN0228,POINT (-73.98863 40.753971),SW,7 AV,W 39 ST,Y,-73.98863,40.753971
MN0229,POINT (-73.99228600000001 40.748914000000006),SW,7 AV,W 31 ST,Y,-73.992286,40.748914
MN0230,POINT (-73.993118 40.751943),SE,W 34 ST,8 AV,Y,-73.993118,40.751943
MN0231,POINT (-73.990146 40.757497),NW,W 42 ST,8 AV,Y,-73.990146,40.757497
MN0233,POINT (-73.978952 40.782069),NE,AMSTERDAM AV,W 77 ST,Y,-73.978952,40.782069
MN0234,POINT (-73.97201900000002 40.782052),SW,W 81 ST,CENTRAL PARK WEST,Y,-73.972019,40.782052
MN0235,POINT (-73.969632 40.785304),SW,W 86 ST,CENTRAL PARK WEST,Y,-73.969632,40.785304
MN0236,POINT (-73.969777 40.785605),NW,W 86 ST,CENTRAL PARK WEST,Y,-73.969777,40.785605
MN0237,POINT (-73.965001 40.791663),SW,W 96 ST,CENTRAL PARK WEST,Y,-73.965001,40.791663
MN0239,POINT (-73.964828 40.79676),SW,COLUMBUS AV,W 102 ST,Y,-73.964828,40.79676
MN0240,POINT (-73.972444 40.786488),SW,W 86 ST,COLUMBUS AV,Y,-73.972444,40.786488
MN0242,POINT (-73.97627 40.781084),SW,COLUMBUS AV,W 78 ST,Y,-73.97627,40.781084
MN0244,POINT (-73.980433 40.775364),SW,COLUMBUS AV,W 69 ST,Y,-73.980433,40.775364
MN0247,POINT (-73.984312 40.770078),NW,COLUMBUS AV,W 61 ST,Y,-73.984312,40.770078
MN0250,POINT (-73.986943 40.766474),SW,9 AV,W 55 ST,Y,-73.986943,40.766474
MN0251,POINT (-73.989231 40.763333),SW,9 AV,W 50 ST,Y,-73.989231,40.763333
MN0253,POINT (-73.995951 40.753138),SE,W 34 ST,9 AV,Y,-73.995951,40.753138
MN0254,POINT (-74.000761 40.746156),SE,W 23 ST,9 AV,Y,-74.000761,40.746156
MN0255,POINT (-74.002928 40.749159),NE,10 AV,W 25 ST,Y,-74.002928,40.749159
MN0256,POINT (-73.998876 40.754361),SE,W 34 ST,10 AV,Y,-73.998876,40.754361
MN0257,POINT (-74.00046 40.761601),SE,W 42 ST,12 AV,Y,-74.00046,40.761601
MN0259,POINT (-73.992883 40.762987),NE,10 AV,W 47 ST,Y,-73.992883,40.762987
MN0260,POINT (-73.99197 40.764239),NE,10 AV,W 49 ST,Y,-73.99197,40.764239
MN0261,POINT (-73.991062 40.770053),SE,W 57 ST,11 AV,Y,-73.991062,40.770053
MN0263,POINT (-73.981305 40.778863),NE,AMSTERDAM AV,W 72 ST,Y,-73.981305,40.778863
MN0264,POINT (-73.978033 40.78314100000001),NE,W 79 ST,AMSTERDAM AV,Y,-73.978033,40.783141
MN0264A,POINT (-73.978013 40.783386),NE,AMSTERDAM AV,W 79 ST,Y,-73.978013,40.783386
MN0267,POINT (-73.9753 40.7877),SW,W 86 ST,AMSTERDAM AV,Y,-73.9753,40.7877
MN0268,POINT (-73.970069 40.794256),NE,AMSTERDAM AV,W 96 ST,Y,-73.970069,40.794256
MN0269,POINT (-73.96356 40.802743),SE,W 110 ST,AMSTERDAM AV,Y,-73.96356,40.802743
MN0270,POINT (-73.960795 40.806976),NE,AMSTERDAM AV,W 116 ST,Y,-73.960795,40.806976
MN0271,POINT (-73.961378 40.80659),SW,AMSTERDAM AV,W 116 ST,Y,-73.961378,40.80659
MN0272,POINT (-73.960431 40.80787900000001),SW,AMSTERDAM AV,W 118 ST,Y,-73.960431,40.807879
MN0273,POINT (-73.959788 40.808357),NE,AMSTERDAM AV,W 118 ST,Y,-73.959788,40.808357
MN0274,POINT (-73.959528 40.809117),SW,AMSTERDAM AV,W 120 ST,Y,-73.959528,40.809117
MN0275,POINT (-73.958921 40.809548),NE,AMSTERDAM AV,W 120 ST,Y,-73.958921,40.809548
MN0276,POINT (-73.956494 40.81384),NW,W 125 ST,AMSTERDAM AV,Y,-73.956494,40.81384
MN0277,POINT (-73.956 40.81284),SE,W 125 ST,AMSTERDAM AV,Y,-73.956,40.81284
MN0279,POINT (-73.95055 40.82100500000001),NE,AMSTERDAM AV,W 138 ST,Y,-73.95055,40.821005
MN0280,POINT (-73.948843 40.82375),SW,AMSTERDAM AV,W 143 ST,Y,-73.948843,40.82375
MN0281,POINT (-73.947912 40.825021),SW,AMSTERDAM AV,W 145 ST,Y,-73.947912,40.825021
MN0282,POINT (-73.947262 40.825502),NE,AMSTERDAM AV,W 145 ST,Y,-73.947262,40.825502
MN0283,POINT (-73.947881 40.825245),SW,W 145 ST,AMSTERDAM AV,Y,-73.947881,40.825245
MN0284,POINT (-73.942836 40.832005),SW,AMSTERDAM AV,W 156 ST,Y,-73.942836,40.832005
MN0285,POINT (-73.94024 40.835522000000005),NW,AMSTERDAM AV,W 161 ST,Y,-73.94024,40.835522
MN0287,POINT (-73.930898 40.848314),NW,AMSTERDAM AV,W 181 ST,Y,-73.930898,40.848314
MN0288,POINT (-73.935884 40.856903),SW,FT WASHINGTON AV,W 190 ST,Y,-73.935884,40.856903
MN0289,POINT (-73.938083 40.851155),NE,FT WASHINGTON AV,W 181 ST,Y,-73.938083,40.851155
MN0290,POINT (-73.9385 40.850636),SW,FT WASHINGTON AV,W 181 ST,Y,-73.9385,40.850636
MN0291,POINT (-73.94043 40.845883),SW,FT WASHINGTON AV,W 174 ST,Y,-73.94043,40.845883
MN0293,POINT (-73.94325100000002 40.83995),SW,FT WASHINGTON AV,W 165 ST,Y,-73.943251,40.83995
MN0294,POINT (-73.934014 40.849148),SW,ST NICHOLAS AV,W 181 ST,Y,-73.934014,40.849148
MN0295,POINT (-73.942849 40.827504),NW,ST NICHOLAS AV,W 150 ST,Y,-73.942849,40.827504
MN0297,POINT (-73.948044 40.817334),NW,ST NICHOLAS AV,W 135 ST,Y,-73.948044,40.817334
MN0299,POINT (-73.952067 40.81044),SE,W 125 ST,ST NICHOLAS AV,Y,-73.952067,40.81044
MN0301,POINT (-73.954278 40.811363),SW,W 125 ST,MORNINGSIDE AV,Y,-73.954278,40.811363
MN0305,POINT (-73.938036 40.812432),SW,5 AV,W 135 ST,Y,-73.938036,40.812432
MN0306,POINT (-73.94247700000001 40.806618),NW,W 125 ST,5 AV,Y,-73.942477,40.806618
MN0307,POINT (-73.94581600000001 40.808032),NW,W 125 ST,MALCOLM X BLVD,Y,-73.945816,40.808032
MN0310,POINT (-73.93665 40.820726),NW,W 145 ST,MALCOLM X BLVD,Y,-73.93665,40.820726
MN0311,POINT (-73.939451 40.821686),SW,W 145 ST,ADAM CLAYTON POWELL BLVD,Y,-73.939451,40.821686
MN0313,POINT (-73.93948600000002 40.821419),SW,ADAM CLAYTON POWELL BLVD,W 145 ST,Y,-73.939486,40.821419
MN0315,POINT (-73.944064 40.815121),SW,ADAM CLAYTON POWELL BLVD,W 135 ST,Y,-73.944064,40.815121
MN0316,POINT (-73.943314 40.815526),NE,ADAM CLAYTON POWELL BLVD,W 135 ST,Y,-73.943314,40.815526
MN0317,POINT (-73.948377 40.809246),NW,ADAM CLAYTON POWELL BLVD,W 125 ST,Y,-73.948377,40.809246
MN0318,POINT (-73.947969 40.808713),SE,W 125 ST,ADAM CLAYTON POWELL BLVD,Y,-73.947969,40.808713
MN0319,POINT (-73.94878 40.809281),NW,W 125 ST,ADAM CLAYTON POWELL BLVD,Y,-73.94878,40.809281
MN0320,POINT (-73.950851 40.80992),SE,W 125 ST,FREDERICK DOUGLASS BLVD,Y,-73.950851,40.80992
MN0321,POINT (-73.951579 40.810455),NW,W 125 ST,FREDERICK DOUGLASS BLVD,Y,-73.951579,40.810455
MN0323,POINT (-73.941619 40.822598),SE,W 145 ST,FREDERICK DOUGLASS BLVD,Y,-73.941619,40.822598
MN0324,POINT (-73.914653 40.870953),SW,BROADWAY,W 218 ST,Y,-73.914653,40.870953
MN0325,POINT (-73.916251 40.86973),SW,BROADWAY,W 215 ST,Y,-73.916251,40.86973
MN0326,POINT (-73.920105 40.867912),SE,BROADWAY,ISHAM ST,Y,-73.920105,40.867912
MN0327,POINT (-73.921857 40.867579000000006),SW,BROADWAY,W 207 ST,Y,-73.921857,40.867579
MN0328,POINT (-73.92353 40.866982),SW,BROADWAY,W 204 ST,Y,-73.92353,40.866982
MN0330,POINT (-73.93575 40.84995),SE,BROADWAY,W 181 ST,Y,-73.93575,40.84995
MN0331,POINT (-73.936045 40.849990000000005),SW,BROADWAY,W 181 ST,Y,-73.936045,40.84999
MN0332,POINT (-73.94009600000001 40.840289),SE,BROADWAY,W 167 ST,Y,-73.940096,40.840289
MN0334,POINT (-73.94620300000001 40.832589),SW,BROADWAY,W 155 ST,Y,-73.946203,40.832589
MN0335,POINT (-73.950029 40.826704),NE,BROADWAY,W 145 ST,Y,-73.950029,40.826704
MN0337,POINT (-73.951962 40.824041),NE,BROADWAY,W 141 ST,Y,-73.951962,40.824041
MN0339,POINT (-73.953102 40.823131000000004),SW,BROADWAY,W 140 ST,Y,-73.953102,40.823131
MN0341,POINT (-73.956399 40.818623),SW,BROADWAY,W 133 ST,Y,-73.956399,40.818623
MN0342,POINT (-73.955935 40.818617),SE,BROADWAY,W 133 ST,Y,-73.955935,40.818617
MN0343,POINT (-73.964278 40.811186),SW,RIVERSIDE DR,W 120 ST,Y,-73.964278,40.811186
MN0345,POINT (-73.963843 40.807774),SE,BROADWAY,W 116 ST,Y,-73.963843,40.807774
MN0346,POINT (-73.964288 40.807816),SW,BROADWAY,W 116 ST,Y,-73.964288,40.807816
MN0348,POINT (-73.965187 40.806579000000006),SW,BROADWAY,W 114 ST,Y,-73.965187,40.806579
MN0350,POINT (-73.966098 40.805321),SW,BROADWAY,W 112 ST,Y,-73.966098,40.805321
MN0352,POINT (-73.966143 40.803827),SE,W 110 ST,BROADWAY,Y,-73.966143,40.803827
MN0353,POINT (-73.967271 40.803072),NE,BROADWAY,W 108 ST,Y,-73.967271,40.803072
MN0354,POINT (-73.96767 40.801548),NE,BROADWAY,W 106 ST,Y,-73.96767,40.801548
MN0355,POINT (-73.968114 40.801075),SW,BROADWAY,W 106 ST,Y,-73.968114,40.801075
MN0366,POINT (-73.975116 40.789770000000004),NE,BROADWAY,W 88 ST,Y,-73.975116,40.78977
MN0367,POINT (-73.976031 40.788562),NE,BROADWAY,W 86 ST,Y,-73.976031,40.788562
MN0368,POINT (-73.976885 40.78816),SW,BROADWAY,W 86 ST,Y,-73.976885,40.78816
MN0371,POINT (-73.977984 40.786861),SW,BROADWAY,W 84 ST,Y,-73.977984,40.786861
MN0372,POINT (-73.97817100000002 40.785973),NE,BROADWAY,W 82 ST,Y,-73.978171,40.785973
MN0373,POINT (-73.979589 40.784062),NE,BROADWAY,W 79 ST,Y,-73.979589,40.784062
MN0374,POINT (-73.980369 40.783663000000004),SW,BROADWAY,W 79 ST,Y,-73.980369,40.783663
MN0375,POINT (-73.980361 40.783893),SW,W 79 ST,BROADWAY,Y,-73.980361,40.783893
MN0377,POINT (-73.980506 40.782667000000004),NE,BROADWAY,W 77 ST,Y,-73.980506,40.782667
MN0378,POINT (-73.981336 40.781572),SW,BROADWAY,W 76 ST,Y,-73.981336,40.781572
MN0379,POINT (-73.981033 40.781258),NE,BROADWAY,W 75 ST,Y,-73.981033,40.781258
MN0380,POINT (-73.981783 40.780117),SW,BROADWAY,W 74 ST,Y,-73.981783,40.780117
MN0382,POINT (-73.982476 40.779076),NW,W 72 ST,BROADWAY,Y,-73.982476,40.779076
MN0384,POINT (-73.982315 40.776866),SW,BROADWAY,W 70 ST,Y,-73.982315,40.776866
MN0385,POINT (-73.981917 40.776562),NE,BROADWAY,W 69 ST,Y,-73.981917,40.776562
MN0389,POINT (-73.987264 40.776217),NW,WEST END AV,W 66 ST,Y,-73.987264,40.776217
MN0392,POINT (-73.982385 40.77197),SW,BROADWAY,W 64 ST,Y,-73.982385,40.77197
MN0395,POINT (-73.982315 40.769513),SW,BROADWAY,W 61 ST,Y,-73.982315,40.769513
MN0396,POINT (-73.981907 40.769496000000004),SE,BROADWAY,W 61 ST,Y,-73.981907,40.769496
MN0403,POINT (-73.982279 40.731317),NE,E 14 ST,1 AV,Y,-73.982279,40.731317
MN0404A,POINT (-73.978365 40.729474),SW,E 14 ST,AV B,Y,-73.978365,40.729474
MN0405,POINT (-73.948801 40.785693),NE,3 AV,E 96 ST,Y,-73.948801,40.785693
MN0408,POINT (-74.006532 40.73153),SE,HUDSON ST,BARROW ST,Y,-74.006532,40.73153
MN0409,POINT (-73.947546 40.787422),NE,3 AV,E 99 ST,Y,-73.947546,40.787422
MN0410,POINT (-73.974696 40.733062),NW,AV C,E 20 ST,Y,-73.974696,40.733062
MN0606,POINT (-74.003227 40.727123000000006),NE,6 AV,PRINCE ST,Y,-74.003227,40.727123
MN0612,POINT (-74.008751 40.73332),SW,W 10 ST,WASHINGTON ST,Y,-74.008751,40.73332
MN0618,POINT (-74.006239 40.733339),NE,HUDSON ST,CHRISTOPHER ST,Y,-74.006239,40.733339
MN0627,POINT (-73.976337 40.727301),NE,AV C,E 12 ST,Y,-73.976337,40.727301
MN0634,POINT (-73.984104 40.725093),NE,AV A,E 5 ST,Y,-73.984104,40.725093
MN0640,POINT (-73.989583 40.712594),SE,MADISON ST,RUTGERS ST,Y,-73.989583,40.712594
MN0646,POINT (-73.98294100000001 40.727047),SW,AV A,E 9 ST,Y,-73.982941,40.727047
MN0654,POINT (-73.977058 40.726304),SE,AV C,E 11 ST,Y,-73.977058,40.726304
MN0655,POINT (-73.982741 40.726973),NE,AV A,ST MARKS PL,Y,-73.982741,40.726973
MN0658,POINT (-73.980751 40.713353),SE,JACKSON ST,MADISON ST,Y,-73.980751,40.713353
MN0666,POINT (-74.005701 40.745389),NE,10 AV,W 19 ST,Y,-74.005701,40.745389
MN0696,POINT (-73.987329 40.770604),NE,AMSTERDAM AV,W 59 ST,Y,-73.987329,40.770604
MN0697,POINT (-73.991252 40.739446),SW,5 AV,W 20 ST,Y,-73.991252,40.739446
MN0698,POINT (-73.989891 40.741317),SW,5 AV,W 23 ST,Y,-73.989891,40.741317
MN0700,POINT (-73.987113 40.745124),SW,5 AV,W 29 ST,Y,-73.987113,40.745124
MN0703A,POINT (-73.98537 40.74752500000001),SW,5 AV,W 33 ST,Y,-73.98537,40.747525
MN0704,POINT (-73.993654 40.747081),SW,7 AV,W 28 ST,Y,-73.993654,40.747081
MN0742,POINT (-73.995246 40.743811),SE,W 23 ST,7 AV,Y,-73.995246,40.743811
MN0743,POINT (-73.99886 40.745548),NW,W 23 ST,8 AV,Y,-73.99886,40.745548
MN0744,POINT (-73.980932 40.746796),SE,E 34 ST,PARK AV,Y,-73.980932,40.746796
MN0758,POINT (-73.974732 40.729927),NW,AV C,E 16 ST,Y,-73.974732,40.729927
MN0759,POINT (-73.97562 40.728713),NW,AV C,E 14 ST,Y,-73.97562,40.728713
MN0763,POINT (-73.984181 40.779568),SE,W 72 ST,WEST END AV,Y,-73.984181,40.779568
MN0764,POINT (-73.984749 40.779635),SW,WEST END AV,W 72 ST,Y,-73.984749,40.779635
MN0766,POINT (-73.987307 40.775115),SE,W 65 ST,WEST END AV,Y,-73.987307,40.775115
